"species","clim_model","sdm","area","perc_current","area_ratio"
"Ruta chalepensis","ensemble_ssp245_2071","rf",6010709,57.95,6.4
"Ruta chalepensis","ensemble_ssp370_2041","brt",3159677,69.32,2.36
"Ruta chalepensis","ensemble_ssp370_2041","gam",558386,75.07,1.05
"Ruta chalepensis","ensemble_ssp370_2041","lasso",1451828,78.88,0.99
"Ruta chalepensis","ensemble_ssp370_2041","maxent-tune",571362,67.43,0.85
"Ruta chalepensis","ensemble_ssp370_2041","rf",4594753,58.02,4.89
"Ruta chalepensis","ensemble_ssp370_2071","brt",3726596,68.37,2.78
"Ruta chalepensis","ensemble_ssp370_2071","gam",505793,69.44,0.95
"Ruta chalepensis","ensemble_ssp370_2071","lasso",2366602,78.09,1.61
"Ruta chalepensis","ensemble_ssp370_2071","maxent-tune",450040,53.98,0.67
"Ruta chalepensis","ensemble_ssp370_2071","rf",6532442,53.85,6.96
"Zizia aptera","current","brt",1238139,NA,NA
"Zizia aptera","current","gam",1732221,NA,NA
"Zizia aptera","current","lasso",1263919,NA,NA
"Zizia aptera","current","maxent-tune",1668736,NA,NA
"Zizia aptera","current","rf",1679386,NA,NA
"Zizia aptera","ensemble_ssp245_2041","brt",2523915,45.24,2.04
"Zizia aptera","ensemble_ssp245_2041","gam",696328,17.85,0.4
"Zizia aptera","ensemble_ssp245_2041","lasso",222576,2.16,0.18
"Zizia aptera","ensemble_ssp245_2041","maxent-tune",464785,11.13,0.28
"Zizia aptera","ensemble_ssp245_2041","rf",4561916,70.61,2.72
"Zizia aptera","ensemble_ssp245_2071","brt",3366819,39.14,2.72
"Zizia aptera","ensemble_ssp245_2071","gam",791944,11.67,0.46
"Zizia aptera","ensemble_ssp245_2071","lasso",441547,2.34,0.35
"Zizia aptera","ensemble_ssp245_2071","maxent-tune",624810,10.23,0.37
"Zizia aptera","ensemble_ssp245_2071","rf",6141506,64.44,3.66
"Zizia aptera","ensemble_ssp370_2041","brt",2626053,42.65,2.12
"Zizia aptera","ensemble_ssp370_2041","gam",620831,14.92,0.36
"Zizia aptera","ensemble_ssp370_2041","lasso",230230,1.78,0.18
"Zizia aptera","ensemble_ssp370_2041","maxent-tune",436830,8.9,0.26
"Zizia aptera","ensemble_ssp370_2041","rf",4746113,68.9,2.83
"Zizia aptera","ensemble_ssp370_2071","brt",3686178,25.34,2.98
"Zizia aptera","ensemble_ssp370_2071","gam",703015,5.17,0.41
"Zizia aptera","ensemble_ssp370_2071","lasso",440209,2.46,0.35
"Zizia aptera","ensemble_ssp370_2071","maxent-tune",492605,5.32,0.3
"Zizia aptera","ensemble_ssp370_2071","rf",6483901,54.24,3.86
"Fraxinus anomala","current","brt",132846,NA,NA
"Fraxinus anomala","current","gam",178993,NA,NA
"Fraxinus anomala","current","lasso",174667,NA,NA
"Fraxinus anomala","current","maxent-tune",162897,NA,NA
"Fraxinus anomala","current","rf",192915,NA,NA
"Fraxinus anomala","ensemble_ssp245_2041","brt",1032395,93.7,7.77
"Fraxinus anomala","ensemble_ssp245_2041","gam",531112,68.3,2.97
"Fraxinus anomala","ensemble_ssp245_2041","lasso",700527,65.38,4.01
"Fraxinus anomala","ensemble_ssp245_2041","maxent-tune",571829,47.81,3.51
"Fraxinus anomala","ensemble_ssp245_2041","rf",1757496,98.93,9.11
"Fraxinus anomala","ensemble_ssp245_2071","brt",3134465,92.34,23.59
"Fraxinus anomala","ensemble_ssp245_2071","gam",1783479,62.7,9.96
"Fraxinus anomala","ensemble_ssp245_2071","lasso",1886681,57.42,10.8
"Fraxinus anomala","ensemble_ssp245_2071","maxent-tune",2195305,43.92,13.48
"Fraxinus anomala","ensemble_ssp245_2071","rf",4296501,98.4,22.27
"Fraxinus anomala","ensemble_ssp370_2041","brt",1071847,93.05,8.07
"Fraxinus anomala","ensemble_ssp370_2041","gam",516915,62.18,2.89
"Fraxinus anomala","ensemble_ssp370_2041","lasso",735027,57.75,4.21
"Fraxinus anomala","ensemble_ssp370_2041","maxent-tune",624474,42.19,3.83
"Fraxinus anomala","ensemble_ssp370_2041","rf",1752075,98.56,9.08
"Fraxinus anomala","ensemble_ssp370_2071","brt",3144071,92.62,23.67
"Fraxinus anomala","ensemble_ssp370_2071","gam",1717377,46.93,9.59
"Fraxinus anomala","ensemble_ssp370_2071","lasso",1973234,40.93,11.3
"Fraxinus anomala","ensemble_ssp370_2071","maxent-tune",2356034,33.73,14.46
"Fraxinus anomala","ensemble_ssp370_2071","rf",4297317,98.91,22.28
"Fraxinus latifolia","current","brt",126532,NA,NA
"Fraxinus latifolia","current","gam",148782,NA,NA
"Fraxinus latifolia","current","lasso",118149,NA,NA
"Fraxinus latifolia","current","maxent-tune",129223,NA,NA
"Fraxinus latifolia","current","rf",82941,NA,NA
"Fraxinus latifolia","ensemble_ssp245_2041","brt",442068,97.36,3.49
"Fraxinus latifolia","ensemble_ssp245_2041","gam",539414,92.33,3.63
"Fraxinus latifolia","ensemble_ssp245_2041","lasso",288899,90.88,2.45
"Fraxinus latifolia","ensemble_ssp245_2041","maxent-tune",498817,94.53,3.86
"Fraxinus latifolia","ensemble_ssp245_2041","rf",324185,75.8,3.91
"Fraxinus latifolia","ensemble_ssp245_2071","brt",650025,95.02,5.14
"Fraxinus latifolia","ensemble_ssp245_2071","gam",675575,93.58,4.54
"Fraxinus latifolia","ensemble_ssp245_2071","lasso",351870,91.59,2.98
"Fraxinus latifolia","ensemble_ssp245_2071","maxent-tune",788366,94.33,6.1
"Fraxinus latifolia","ensemble_ssp245_2071","rf",548368,71.31,6.61
"Fraxinus latifolia","ensemble_ssp370_2041","brt",465647,96.57,3.68
"Fraxinus latifolia","ensemble_ssp370_2041","gam",560699,93.16,3.77
"Fraxinus latifolia","ensemble_ssp370_2041","lasso",286949,91.08,2.43
"Fraxinus latifolia","ensemble_ssp370_2041","maxent-tune",512337,94.51,3.96
"Fraxinus latifolia","ensemble_ssp370_2041","rf",342328,75.21,4.13
"Fraxinus latifolia","ensemble_ssp370_2071","brt",892766,93.74,7.06
"Fraxinus latifolia","ensemble_ssp370_2071","gam",715599,96.1,4.81
"Fraxinus latifolia","ensemble_ssp370_2071","lasso",355648,90.95,3.01
"Fraxinus latifolia","ensemble_ssp370_2071","maxent-tune",852552,94.32,6.6
"Fraxinus latifolia","ensemble_ssp370_2071","rf",777192,72.89,9.37
"Ligustrum lucidum","current","brt",1049986,NA,NA
"Ligustrum lucidum","current","gam",948345,NA,NA
"Ligustrum lucidum","current","lasso",1399898,NA,NA
"Ligustrum lucidum","current","maxent-tune",1114160,NA,NA
"Ligustrum lucidum","current","rf",887515,NA,NA
"Ligustrum lucidum","ensemble_ssp245_2041","brt",2426630,95.97,2.31
"Ligustrum lucidum","ensemble_ssp245_2041","gam",3974377,84.57,4.19
"Ligustrum lucidum","ensemble_ssp245_2041","lasso",1689154,57.67,1.21
"Ligustrum lucidum","ensemble_ssp245_2041","maxent-tune",451580,24.48,0.41
"Ligustrum lucidum","ensemble_ssp245_2041","rf",2018243,88.52,2.27
"Ligustrum lucidum","ensemble_ssp245_2071","brt",2775702,95.83,2.64
"Ligustrum lucidum","ensemble_ssp245_2071","gam",4901371,83.95,5.17
"Ligustrum lucidum","ensemble_ssp245_2071","lasso",1846139,53.48,1.32
"Ligustrum lucidum","ensemble_ssp245_2071","maxent-tune",453016,22.05,0.41
"Ligustrum lucidum","ensemble_ssp245_2071","rf",2294609,88.54,2.59
"Ligustrum lucidum","ensemble_ssp370_2041","brt",2503959,95.76,2.38
"Ligustrum lucidum","ensemble_ssp370_2041","gam",4121668,86.18,4.35
"Ligustrum lucidum","ensemble_ssp370_2041","lasso",1666238,54.35,1.19
"Ligustrum lucidum","ensemble_ssp370_2041","maxent-tune",424012,22.88,0.38
"Ligustrum lucidum","ensemble_ssp370_2041","rf",2083669,88.44,2.35
"Ligustrum lucidum","ensemble_ssp370_2071","brt",3188590,95.26,3.04
"Ligustrum lucidum","ensemble_ssp370_2071","gam",5572130,80.75,5.88
"Ligustrum lucidum","ensemble_ssp370_2071","lasso",1798102,40.64,1.28
"Ligustrum lucidum","ensemble_ssp370_2071","maxent-tune",438031,16.99,0.39
"Ligustrum lucidum","ensemble_ssp370_2071","rf",2655469,87.04,2.99
"Ligustrum vulgare","current","brt",883173,NA,NA
"Ligustrum vulgare","current","gam",1015438,NA,NA
"Ligustrum vulgare","current","lasso",1400109,NA,NA
"Ligustrum vulgare","current","maxent-tune",1491401,NA,NA
"Ligustrum vulgare","current","rf",834396,NA,NA
"Ligustrum vulgare","ensemble_ssp245_2041","brt",4505415,94.72,5.1
"Ligustrum vulgare","ensemble_ssp245_2041","gam",3885185,82.75,3.83
"Ligustrum vulgare","ensemble_ssp245_2041","lasso",3444265,82.17,2.46
"Ligustrum vulgare","ensemble_ssp245_2041","maxent-tune",3361813,80.22,2.25
"Ligustrum vulgare","ensemble_ssp245_2041","rf",2729989,73.96,3.27
"Ligustrum vulgare","ensemble_ssp245_2071","brt",5223677,94.33,5.91
"Ligustrum vulgare","ensemble_ssp245_2071","gam",4576881,77.58,4.51
"Ligustrum vulgare","ensemble_ssp245_2071","lasso",3687497,74.65,2.63
"Ligustrum vulgare","ensemble_ssp245_2071","maxent-tune",3654006,74.67,2.45
"Ligustrum vulgare","ensemble_ssp245_2071","rf",3174431,70.33,3.8
"Ligustrum vulgare","ensemble_ssp370_2041","brt",4702641,94.63,5.32
"Ligustrum vulgare","ensemble_ssp370_2041","gam",4128484,82.2,4.07
"Ligustrum vulgare","ensemble_ssp370_2041","lasso",3452950,78.61,2.47
"Ligustrum vulgare","ensemble_ssp370_2041","maxent-tune",3469052,78.82,2.33
"Ligustrum vulgare","ensemble_ssp370_2041","rf",2887069,75.39,3.46
"Ligustrum vulgare","ensemble_ssp370_2071","brt",6347161,93.21,7.19
"Ligustrum vulgare","ensemble_ssp370_2071","gam",5708651,68.65,5.62
"Ligustrum vulgare","ensemble_ssp370_2071","lasso",4646497,59.9,3.32
"Ligustrum vulgare","ensemble_ssp370_2071","maxent-tune",4105464,62.75,2.75
"Ligustrum vulgare","ensemble_ssp370_2071","rf",3713264,52.51,4.45
"Platanus racemosa","current","brt",66416,NA,NA
"Platanus racemosa","current","gam",66944,NA,NA
"Platanus racemosa","current","lasso",57750,NA,NA
"Platanus racemosa","current","maxent-tune",64102,NA,NA
"Platanus racemosa","current","rf",65652,NA,NA
"Platanus racemosa","ensemble_ssp245_2041","brt",1654,1.69,0.02
"Platanus racemosa","ensemble_ssp245_2041","gam",533467,94.97,7.97
"Platanus racemosa","ensemble_ssp245_2041","lasso",133805,53.16,2.32
"Platanus racemosa","ensemble_ssp245_2041","maxent-tune",11415,0.03,0.18
"Platanus racemosa","ensemble_ssp245_2041","rf",216339,71.22,3.3
"Platanus racemosa","ensemble_ssp245_2071","brt",36287,2.67,0.55
"Platanus racemosa","ensemble_ssp245_2071","gam",946560,95.39,14.14
"Platanus racemosa","ensemble_ssp245_2071","lasso",149730,61.38,2.59
"Platanus racemosa","ensemble_ssp245_2071","maxent-tune",227978,0,3.56
"Platanus racemosa","ensemble_ssp245_2071","rf",425458,69.82,6.48
"Platanus racemosa","ensemble_ssp370_2041","brt",2005,1.96,0.03
"Platanus racemosa","ensemble_ssp370_2041","gam",509243,95.04,7.61
"Platanus racemosa","ensemble_ssp370_2041","lasso",127733,56.64,2.21
"Platanus racemosa","ensemble_ssp370_2041","maxent-tune",8656,0,0.14
"Platanus racemosa","ensemble_ssp370_2041","rf",220467,69.8,3.36
"Platanus racemosa","ensemble_ssp370_2071","brt",40451,3.58,0.61
"Platanus racemosa","ensemble_ssp370_2071","gam",824650,93.68,12.32
"Platanus racemosa","ensemble_ssp370_2071","lasso",122164,62.97,2.12
"Platanus racemosa","ensemble_ssp370_2071","maxent-tune",228763,0.05,3.57
"Platanus racemosa","ensemble_ssp370_2071","rf",494357,70.85,7.53
"Platanus wrightii","current","brt",64357,NA,NA
"Platanus wrightii","current","gam",60521,NA,NA
"Platanus wrightii","current","lasso",88736,NA,NA
"Platanus wrightii","current","maxent-tune",54826,NA,NA
"Platanus wrightii","current","rf",95390,NA,NA
"Platanus wrightii","ensemble_ssp245_2041","brt",478265,96.09,7.43
"Platanus wrightii","ensemble_ssp245_2041","gam",130200,15.7,2.15
"Platanus wrightii","ensemble_ssp245_2041","lasso",976122,97.89,11
"Platanus wrightii","ensemble_ssp245_2041","maxent-tune",142429,52.61,2.6
"Platanus wrightii","ensemble_ssp245_2041","rf",1134199,95.57,11.89
"Platanus wrightii","ensemble_ssp245_2071","brt",1705046,98.06,26.49
"Platanus wrightii","ensemble_ssp245_2071","gam",819514,17.28,13.54
"Platanus wrightii","ensemble_ssp245_2071","lasso",2689746,98.67,30.31
"Platanus wrightii","ensemble_ssp245_2071","maxent-tune",965042,47.23,17.6
"Platanus wrightii","ensemble_ssp245_2071","rf",3271637,95.71,34.3
"Platanus wrightii","ensemble_ssp370_2041","brt",489324,96.06,7.6
"Platanus wrightii","ensemble_ssp370_2041","gam",149697,19.38,2.47
"Platanus wrightii","ensemble_ssp370_2041","lasso",956482,97.38,10.78
"Platanus wrightii","ensemble_ssp370_2041","maxent-tune",130771,50.36,2.39
"Platanus wrightii","ensemble_ssp370_2041","rf",1133519,95.42,11.88
"Platanus wrightii","ensemble_ssp370_2071","brt",1773645,95.19,27.56
"Platanus wrightii","ensemble_ssp370_2071","gam",938319,29.57,15.5
"Platanus wrightii","ensemble_ssp370_2071","lasso",2516312,92.95,28.36
"Platanus wrightii","ensemble_ssp370_2071","maxent-tune",1018763,35.51,18.58
"Platanus wrightii","ensemble_ssp370_2071","rf",3302228,93.19,34.62
"Ptelea crenulata","current","brt",46139,NA,NA
"Ptelea crenulata","current","gam",54608,NA,NA
"Ptelea crenulata","current","lasso",57404,NA,NA
"Ptelea crenulata","current","maxent-tune",53311,NA,NA
"Ptelea crenulata","current","rf",20527,NA,NA
"Ptelea crenulata","ensemble_ssp245_2041","brt",73999,53.5,1.6
"Ptelea crenulata","ensemble_ssp245_2041","gam",32052,36.5,0.59
"Ptelea crenulata","ensemble_ssp245_2041","lasso",20648,23.44,0.36
"Ptelea crenulata","ensemble_ssp245_2041","maxent-tune",24442,30.82,0.46
"Ptelea crenulata","ensemble_ssp245_2041","rf",17304,23.56,0.84
"Ptelea crenulata","ensemble_ssp245_2071","brt",130205,55.44,2.82
"Ptelea crenulata","ensemble_ssp245_2071","gam",39910,42.94,0.73
"Ptelea crenulata","ensemble_ssp245_2071","lasso",68819,49.2,1.2
"Ptelea crenulata","ensemble_ssp245_2071","maxent-tune",74229,52.97,1.39
"Ptelea crenulata","ensemble_ssp245_2071","rf",20326,18.76,0.99
"Ptelea crenulata","ensemble_ssp370_2041","brt",80417,52.38,1.74
"Ptelea crenulata","ensemble_ssp370_2041","gam",32939,34.77,0.6
"Ptelea crenulata","ensemble_ssp370_2041","lasso",27228,30.62,0.47
"Ptelea crenulata","ensemble_ssp370_2041","maxent-tune",29266,36.92,0.55
"Ptelea crenulata","ensemble_ssp370_2041","rf",13952,19.33,0.68
"Ptelea crenulata","ensemble_ssp370_2071","brt",235821,61.98,5.11
"Ptelea crenulata","ensemble_ssp370_2071","gam",50064,49.49,0.92
"Ptelea crenulata","ensemble_ssp370_2071","lasso",123842,91.21,2.16
"Ptelea crenulata","ensemble_ssp370_2071","maxent-tune",117157,74.5,2.2
"Ptelea crenulata","ensemble_ssp370_2071","rf",28312,16.19,1.38
"Vauquelinia californica","current","brt",80423,NA,NA
"Vauquelinia californica","current","gam",67788,NA,NA
"Vauquelinia californica","current","lasso",153163,NA,NA
"Vauquelinia californica","current","maxent-tune",95066,NA,NA
"Vauquelinia californica","current","rf",156434,NA,NA
"Vauquelinia californica","ensemble_ssp245_2041","brt",381113,53.61,4.74
"Vauquelinia californica","ensemble_ssp245_2041","gam",222709,39.87,3.29
"Vauquelinia californica","ensemble_ssp245_2041","lasso",147257,44.98,0.96
"Vauquelinia californica","ensemble_ssp245_2041","maxent-tune",110232,25.39,1.16
"Vauquelinia californica","ensemble_ssp245_2041","rf",1232291,54.95,7.88
"Vauquelinia californica","ensemble_ssp245_2071","brt",1061857,53.76,13.2
"Vauquelinia californica","ensemble_ssp245_2071","gam",240620,42.06,3.55
"Vauquelinia californica","ensemble_ssp245_2071","lasso",150859,40.43,0.98
"Vauquelinia californica","ensemble_ssp245_2071","maxent-tune",100530,20.41,1.06
"Vauquelinia californica","ensemble_ssp245_2071","rf",3080269,52.46,19.69
"Vauquelinia californica","ensemble_ssp370_2041","brt",389802,51.38,4.85
"Vauquelinia californica","ensemble_ssp370_2041","gam",224221,39.95,3.31
"Vauquelinia californica","ensemble_ssp370_2041","lasso",143317,42.6,0.94
"Vauquelinia californica","ensemble_ssp370_2041","maxent-tune",101302,20.85,1.07
"Vauquelinia californica","ensemble_ssp370_2041","rf",1240721,53.23,7.93
"Vauquelinia californica","ensemble_ssp370_2071","brt",1244761,63.97,15.48
"Vauquelinia californica","ensemble_ssp370_2071","gam",228191,40.18,3.37
"Vauquelinia californica","ensemble_ssp370_2071","lasso",163454,45.17,1.07
"Vauquelinia californica","ensemble_ssp370_2071","maxent-tune",87531,19.31,0.92
"Vauquelinia californica","ensemble_ssp370_2071","rf",3229972,55.86,20.65
"Persea borbonia","current","brt",142445,NA,NA
"Persea borbonia","current","gam",142536,NA,NA
"Persea borbonia","current","lasso",277194,NA,NA
"Persea borbonia","current","maxent-tune",301461,NA,NA
"Persea borbonia","current","rf",119009,NA,NA
"Persea borbonia","ensemble_ssp245_2041","brt",405099,84.84,2.84
"Persea borbonia","ensemble_ssp245_2041","gam",244847,21.52,1.72
"Persea borbonia","ensemble_ssp245_2041","lasso",121830,42.94,0.44
"Persea borbonia","ensemble_ssp245_2041","maxent-tune",54056,16.49,0.18
"Persea borbonia","ensemble_ssp245_2041","rf",161577,5.07,1.36
"Persea borbonia","ensemble_ssp245_2071","brt",712908,85.18,5
"Persea borbonia","ensemble_ssp245_2071","gam",311179,20.27,2.18
"Persea borbonia","ensemble_ssp245_2071","lasso",137798,42.17,0.5
"Persea borbonia","ensemble_ssp245_2071","maxent-tune",259847,13.29,0.86
"Persea borbonia","ensemble_ssp245_2071","rf",449115,3.6,3.77
"Persea borbonia","ensemble_ssp370_2041","brt",404494,84.15,2.84
"Persea borbonia","ensemble_ssp370_2041","gam",254973,22.89,1.79
"Persea borbonia","ensemble_ssp370_2041","lasso",122344,43.35,0.44
"Persea borbonia","ensemble_ssp370_2041","maxent-tune",41588,13.46,0.14
"Persea borbonia","ensemble_ssp370_2041","rf",182718,4.31,1.54
"Persea borbonia","ensemble_ssp370_2071","brt",685327,84.73,4.81
"Persea borbonia","ensemble_ssp370_2071","gam",229065,10.09,1.61
"Persea borbonia","ensemble_ssp370_2071","lasso",130991,42.14,0.47
"Persea borbonia","ensemble_ssp370_2071","maxent-tune",184287,6.47,0.61
"Persea borbonia","ensemble_ssp370_2071","rf",443758,4.48,3.73
"Angelica atropurpurea","current","brt",866750,NA,NA
"Angelica atropurpurea","current","gam",846971,NA,NA
"Angelica atropurpurea","current","lasso",1116960,NA,NA
"Angelica atropurpurea","current","maxent-tune",957111,NA,NA
"Angelica atropurpurea","current","rf",658097,NA,NA
"Angelica atropurpurea","ensemble_ssp245_2041","brt",992840,46.95,1.15
"Angelica atropurpurea","ensemble_ssp245_2041","gam",455924,15.07,0.54
"Angelica atropurpurea","ensemble_ssp245_2041","lasso",146582,7.4,0.13
"Angelica atropurpurea","ensemble_ssp245_2041","maxent-tune",261245,4.21,0.27
"Angelica atropurpurea","ensemble_ssp245_2041","rf",83716,2.38,0.13
"Angelica atropurpurea","ensemble_ssp245_2071","brt",1121170,36.64,1.29
"Angelica atropurpurea","ensemble_ssp245_2071","gam",529551,5.05,0.63
"Angelica atropurpurea","ensemble_ssp245_2071","lasso",305207,1.94,0.27
"Angelica atropurpurea","ensemble_ssp245_2071","maxent-tune",256648,1.54,0.27
"Angelica atropurpurea","ensemble_ssp245_2071","rf",100949,2.79,0.15
"Angelica atropurpurea","ensemble_ssp370_2041","brt",1046286,44.05,1.21
"Angelica atropurpurea","ensemble_ssp370_2041","gam",429389,10.11,0.51
"Angelica atropurpurea","ensemble_ssp370_2041","lasso",142050,3.65,0.13
"Angelica atropurpurea","ensemble_ssp370_2041","maxent-tune",237613,3.07,0.25
"Angelica atropurpurea","ensemble_ssp370_2041","rf",91840,3.23,0.14
"Angelica atropurpurea","ensemble_ssp370_2071","brt",1474607,25.61,1.7
"Angelica atropurpurea","ensemble_ssp370_2071","gam",759998,0.37,0.9
"Angelica atropurpurea","ensemble_ssp370_2071","lasso",904633,0.09,0.81
"Angelica atropurpurea","ensemble_ssp370_2071","maxent-tune",698194,0.09,0.73
"Angelica atropurpurea","ensemble_ssp370_2071","rf",119510,2.26,0.18
"Angelica venenosa","current","brt",638345,NA,NA
"Angelica venenosa","current","gam",764026,NA,NA
"Angelica venenosa","current","lasso",977401,NA,NA
"Angelica venenosa","current","maxent-tune",1024009,NA,NA
"Angelica venenosa","current","rf",401311,NA,NA
"Angelica venenosa","ensemble_ssp245_2041","brt",914913,49.99,1.43
"Angelica venenosa","ensemble_ssp245_2041","gam",107343,2.34,0.14
"Angelica venenosa","ensemble_ssp245_2041","lasso",63262,2.25,0.06
"Angelica venenosa","ensemble_ssp245_2041","maxent-tune",293623,19.23,0.29
"Angelica venenosa","ensemble_ssp245_2041","rf",530471,34.55,1.32
"Angelica venenosa","ensemble_ssp245_2071","brt",1164984,48.88,1.83
"Angelica venenosa","ensemble_ssp245_2071","gam",519564,1.14,0.68
"Angelica venenosa","ensemble_ssp245_2071","lasso",560070,1.81,0.57
"Angelica venenosa","ensemble_ssp245_2071","maxent-tune",334400,13.14,0.33
"Angelica venenosa","ensemble_ssp245_2071","rf",739551,29.62,1.84
"Angelica venenosa","ensemble_ssp370_2041","brt",855520,44.73,1.34
"Angelica venenosa","ensemble_ssp370_2041","gam",92465,1.82,0.12
"Angelica venenosa","ensemble_ssp370_2041","lasso",43636,1.84,0.04
"Angelica venenosa","ensemble_ssp370_2041","maxent-tune",205977,14.48,0.2
